normalized_manufacturer,ticker,country_exchange_code,fuzzy_score,fuzzy_method,source
NAVILYST MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NATUS MEDICAL DBA EXCEL TECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
NATIONAL MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
NATIONAL BIOLOGICAL,BIM,FR,100,partial,fuzzy_match
NANOHIVE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NAMIC,ANGO,US,100,partial,fuzzy_match
NAME MEDOS INTERNATIONAL,JNJ,US,100,partial,fuzzy_match
MYCO MEDICAL SUPPLIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
MTS MEDICAL UG,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEXUS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEXTBIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEW WORLD MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEUWAVE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEURENT MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEPTUNE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEOMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHENZHEN FINICARE,ZBH,US,100,partial,fuzzy_match
SHENZHEN BEAUTY EVERY MOMENT INTELLIGENT ELECTRIC,ZBH,US,100,partial,fuzzy_match
SHENZHEN AS TEC TECHNOLOGY,ZBH,US,100,partial,fuzzy_match
SHENZHEN ANTMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHENZHEN ACCOMPANY TECHNOLOGY,ZBH,US,100,partial,fuzzy_match
SHEN ZHEN AS TEC TECHNOLOGY,ZBH,US,100,partial,fuzzy_match
SHAPE MEMORY MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHANGHAI YUNQING INDUSTRIAL,GALD,CH,100,partial,fuzzy_match
SHANGHAI MICROPORT MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHANGHAI DRAEGER MEDICAL INSTRUMENTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHANGHAI DRAEGER MEDICAL INSTRUMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHANDONG LIANFA MEDICAL PLASTIC PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
NOVA ORTHOPEDIC AND REHABILITATION APPLIANCE,QDEL,US,100,partial,fuzzy_match
NOAH MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NOA MEDICAL INDUSTRIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
NINOMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
NINGBO SHENYU MEDICAL EQUIPMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
NIKOMED USA,PRIVATE,PRIVATE,100,partial,fuzzy_match
NIHON KOHDEN ORANGEMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
NIHON KOHDEN AMERICA,6849,JP,100,partial,fuzzy_match
NIDEK MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
NI,MDT,US,100,partial,fuzzy_match
SENSORY MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SENO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SENDX MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SEMPERMED USA,PRIVATE,PRIVATE,100,partial,fuzzy_match
SELARL LE MAQUIS,GALD,CH,100,partial,fuzzy_match
SECURISYN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SD BIOSENSOR,BIM,FR,100,partial,fuzzy_match
SCOTT FETZER,ZBH,US,100,partial,fuzzy_match
OK BIOTECH,BIM,FR,100,partial,fuzzy_match
OEC MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
OD,BSX,US,100,partial,fuzzy_match
OBP MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OASIS MEDIKAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OASIS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
O TWO MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
NVIEW MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NUVASIVE SPECIALIZED ORTHOPEDICS,GMED,US,100,partial,fuzzy_match
NUVASIVE INCORPORTED,GMED,US,100,partial,fuzzy_match
NUMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
NTERRA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OLYMPUS WINTER IBE,7733,JP,100,token_set,fuzzy_match
OLYMPUS WINTER AND IBE STANDORT,7733,JP,100,partial,fuzzy_match
OLYMPUS TERUMO BIOMATERIALS MISHIMA,BIM,FR,100,partial,fuzzy_match
OLYMPUS MEDICAL SYSTEM,7733,JP,100,partial,fuzzy_match
OLYMPUS MEDICAL PRODUCTS CZECH SPOL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OLYMPUS KEYMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
SANMINA SCI ISRAEL MEDICAL SYSTEMS,SANM,US,100,partial,fuzzy_match
SANMINA SCI,SANM,US,100,partial,fuzzy_match
SANDOZ,ZBH,US,100,partial,fuzzy_match
SANDBOX MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SAMSUNG MEDISON,PRIVATE,PRIVATE,100,partial,fuzzy_match
SAM MEDICAL PRODUCXTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
SALUDA MEDICAL SCS LEAD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SALUDA MEDICAL PT,PRIVATE,PRIVATE,100,partial,fuzzy_match
SALTER LABS MEXICO C V,PRIVATE,PRIVATE,100,partial,fuzzy_match
ORTHOGENRX,QDEL,US,100,partial,fuzzy_match
ORTHOFX,QDEL,US,100,partial,fuzzy_match
ORTHOFIX US,QDEL,US,100,partial,fuzzy_match
ORTHO SOLUTIONS UK,QDEL,US,100,partial,fuzzy_match
ORTHO AND SURGICAL PRODUCTS ENTERPRISES,QDEL,US,100,partial,fuzzy_match
ORIDION MEDICAL 1987,PRIVATE,PRIVATE,100,partial,fuzzy_match
ORIDION MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OPTIMIZED ORTHO,ZBH,US,100,partial,fuzzy_match
RYMED TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
RY MED TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
RS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ROVI HQ,GALD,CH,100,partial,fuzzy_match
ROUTE 92 MEDICAL HEAD QUARTERS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ROUTE 92 MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RODOVIA WASHINGTON LUIZ,ZBH,US,100,partial,fuzzy_match
ROCKWELL MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ROCKET MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ROCHE SD BIOSENSOR,BIM,FR,100,partial,fuzzy_match
RIVERPOINT MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RF MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
REX MEDICAL LP,PRIVATE,PRIVATE,100,partial,fuzzy_match
PARKS MEDICAL ELECTRONICS,PRIVATE,PRIVATE,100,partial,fuzzy_match
PALL MEDICAL A,PRIVATE,PRIVATE,100,partial,fuzzy_match
PAJUNK MEDIZINTECHNOLOGIE,PRIVATE,PRIVATE,100,partial,fuzzy_match
PAJUNK MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
OTU MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OSYPKA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OSTEOREMEDIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
OSTEOMED SUBSIDIARY ACUMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
OSTEOGENICS BIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RESPLABS MEDICAL USA,PRIVATE,PRIVATE,100,partial,fuzzy_match
RESOURCE OPTIMIZATION AND INNOVATION,ZBH,US,100,partial,fuzzy_match
RESMED LTDSOLUTIONS,RMD,US,100,partial,fuzzy_match
RESMED ASIA,RMD,US,100,partial,fuzzy_match
RENU MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RENISHAW NEURO SOLUTIONS,HSIC,US,100,partial,fuzzy_match
RENATA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
REMINGTON MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
PHILLIPS RESPIRONICS,PHI,NL,100,partial,fuzzy_match
PHILLIPS NORTH AMERICA,BAX,US,100,partial,fuzzy_match
PHILLIPS,BAX,US,100,partial,fuzzy_match
PHILIPS MEDICAL SYSTEMS HSG,PRIVATE,PRIVATE,100,partial,fuzzy_match
PHILIPS MEDICAL SYSTEMS DMC,PRIVATE,PRIVATE,100,partial,fuzzy_match
PHILIPS HEALTHCARE,PHIA,NL,100,token_set,fuzzy_match
PHILIPS DS NORTH AMERICA,PHG,NL,100,token_set,fuzzy_match
PHARMA,BAYN,DE,100,partial,fuzzy_match
PETER LAZIC MICROSURGICAL INNOVATIONS,ZBH,US,100,partial,fuzzy_match
PEROUSE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
PERIPHERAL VASCULAR,BDX,US,100,partial,fuzzy_match
PERFUZE,ZBH,US,100,partial,fuzzy_match
PARQUE INDUSTRIAL MONTERREY,GALD,CH,100,partial,fuzzy_match
PRESSURE PRODUCTS MEDICAL DEVICE MANUFACTURING,PRIVATE,PRIVATE,100,partial,fuzzy_match
PRECISION MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
PRECEPTIS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
POTRERO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
POST MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
POLYNOVO BIOMATERIALS,BIM,FR,100,partial,fuzzy_match
PLEASANTON,ABBV,US,100,partial,fuzzy_match
PLANET MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
PHYSIO,MDT,US,100,partial,fuzzy_match
REMEDA,PRIVATE,PRIVATE,100,partial,fuzzy_match
RELIEVANT MEDSYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
RELIANCE ORTHODONTIC PRODUCTS,QDEL,US,100,partial,fuzzy_match
RELI GEMTIER MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
REFLEXION MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RECOR MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RECENSMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
REBUILDER MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RAYNER INTRAOCULAR LENSES LIMIYED,PRIVATE,PRIVATE,100,partial,fuzzy_match
RAYE S DBA SIZEWISE MANUFACTURING,ZBH,US,100,partial,fuzzy_match
RAUMEDIC,PRIVATE,PRIVATE,100,partial,fuzzy_match
PROXY BIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
PROVIDENCE MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
PRONOVA SOLUTIONS,HSIC,US,100,partial,fuzzy_match
PROMOITALIA MEDICAL AESTHETICS,PRIVATE,PRIVATE,100,partial,fuzzy_match
PRODUCTS,JNJ,US,100,partial,fuzzy_match
PRODUCTOS MEDLINE,PRIVATE,PRIVATE,100,partial,fuzzy_match
PRO MED INSTRMENTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
PRISMATIK DENTALCRAF,STMN,CH,100,partial,fuzzy_match
PRINCETON BIOMEDITECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
RADIOMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
QV SIETE,GALD,CH,100,partial,fuzzy_match
QURA,GALD,CH,100,partial,fuzzy_match
QUIP NYC,GALD,CH,100,partial,fuzzy_match
QUIETLAB,GALD,CH,100,partial,fuzzy_match
QUIDEL DBA ORTHO CLINICAL DIAGNOSTICS,QDEL,US,100,partial,fuzzy_match
QUIDEL CORPORATE,QDEL,US,100,partial,fuzzy_match
QUIDEL COPORATION DBA ORTHO,QDEL,US,100,partial,fuzzy_match
QUIDEL CARDIOVASCULAR,QDEL,US,100,partial,fuzzy_match
QUEST DIAGNOSTICS A LDT,GALD,CH,100,partial,fuzzy_match
QUALITY TECH SERVICES,GALD,CH,100,partial,fuzzy_match
QIAGEN,GALD,CH,100,partial,fuzzy_match
QFIX,GALD,CH,100,partial,fuzzy_match
PULSION MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
PRYTIME MEDIAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
REQUIRED FIELD IN THE CURRENT STATE D1 BRAND NAME,GALD,CH,100,partial,fuzzy_match
REPRO MEDS SYSTEMS DBA KORU MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
REPRO MED SYSTEMS DBA KORU MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
REPRO MED SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
REJUVATEK MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
REHAND MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
REFLOW MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RAYNHAM SYNTHES USA PRODUCTS,JNJ,US,100,partial,fuzzy_match
RARON SYNTHES PRODUKTIONS,JNJ,US,100,partial,fuzzy_match
RAPID MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RALON MEDICAL EQUIPMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
RAINBOW MEDICAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
QUINEAR,GALD,CH,100,partial,fuzzy_match
QUEST MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
QUEST INTL,GALD,CH,100,partial,fuzzy_match
QUEST DIAGNOSTICS,GALD,CH,100,partial,fuzzy_match
QUASAR MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
QUANTUM SURGICAL,GALD,CH,100,partial,fuzzy_match
QUANTUM PERFUSION,GALD,CH,100,partial,fuzzy_match
QUANTA DIALYSIS TECHNOLOGIES,GALD,CH,100,partial,fuzzy_match
QUALITY IN FLOW,GALD,CH,100,partial,fuzzy_match
QUALITY ELECTRODYNAMICS,GALD,CH,100,partial,fuzzy_match
QIPLA,GALD,CH,100,partial,fuzzy_match
QINGDAO KINGON MEDICAL SCIENCE AND TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
RITMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
RIGHTBIO METRICS,BIM,FR,100,partial,fuzzy_match
RIFTON EQUIPMENT,GALD,CH,100,partial,fuzzy_match
RICHARD WOLF MEDICAL INSTRUMENTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
RHYTHMEDIX,PRIVATE,PRIVATE,100,partial,fuzzy_match
RHYTHM TECHNOLOGIES,IRTC,US,100,partial,fuzzy_match
REVERSE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RESVENT MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
RESPIRONICS RESPIRATORY DRUG DELIVERY,PHI,NL,100,partial,fuzzy_match
RESPIRE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RESORBA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
RESOLVE SURGICAL TECHNOLOGIES,HSIC,US,100,partial,fuzzy_match
SAPHENA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SAM MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
SALUDA MEDICAL MEDICAL PARTY,PRIVATE,PRIVATE,100,partial,fuzzy_match
S MEDICAL SYSTEMS,PHIA,NL,100,partial,fuzzy_match
RTI SURGICAL TUTOGEN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ROLLENIUM MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
ROCHE DIAGNOSTICS S L,ROG,CH,100,partial,fuzzy_match
ROCHE DIAGNOSTICS INTERNATIONAL,ROG,CH,100,partial,fuzzy_match
QIDONG FARJOY MEDICAL MATERIAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
QIAGEN SCIENCES,GALD,CH,100,partial,fuzzy_match
QARDIO,GALD,CH,100,partial,fuzzy_match
Q CORE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
Q APEL MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
Q AND M HALYARD,GALD,CH,100,partial,fuzzy_match
PRYTIME MEDICAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
PROLLENUIM MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
PROLLENOIM MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
PROLLENIUM MEDICAL TECHNOLOGIES AURORA ON,PRIVATE,PRIVATE,100,partial,fuzzy_match
PROLLENIUM MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
PROGRESSIVE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHENZHEN DONGJILIAN MEDICAL TECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHENZHEN DONGDIXIN TECHNOLOGY,ZBH,US,100,partial,fuzzy_match
SHENZHEN BOON MEDICAL SUPPLY,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHEN ZHEN BALE ELECTRONICS,ZBH,US,100,partial,fuzzy_match
SHANGHAI SHUNLONG PHYSICAL THERAPY EQUIPMENT,GALD,CH,100,partial,fuzzy_match
SHANGHAI MICROPORT EP MEDTECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHANGHAI ISO MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
SEWOON MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SEQUENCING,GALD,CH,100,partial,fuzzy_match
SEQUEL SPECIAL PRODUCTS,GALD,CH,100,partial,fuzzy_match
SECOND SIGHT MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
SEASTAR MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SEASPINE ORTHOPEDICS,QDEL,US,100,partial,fuzzy_match
SIEMENS HEALTHCARE DIACGNOSTICS,SHL,DE,100,partial,fuzzy_match
SIEMENS,SHL,DE,100,partial,fuzzy_match
SICHUAN AST MEDICAL EQUIPMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
SIA,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHINA MED,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHIMADZU U MANUFACTURING,ZBH,US,100,partial,fuzzy_match
SHIMADZU MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHENZHEN YUWEN E COMMERCE,ZBH,US,100,partial,fuzzy_match
SHENZHEN URION TECHNOLOGY,ZBH,US,100,partial,fuzzy_match
SHENZHEN SANY PIONEER TECHNOLOGY,ZBH,US,100,partial,fuzzy_match
SHENZHEN ROOT INNOVATION TECHNOLOGY,ZBH,US,100,partial,fuzzy_match
SHENZHEN MINDRAY BIO MEDICAL ELECTRONICS,PRIVATE,PRIVATE,100,partial,fuzzy_match
SHENZHEN KOMI INDUSTRIAL LT,ZBH,US,100,partial,fuzzy_match
SILIMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
SILEX MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SIGNUS MEDIZINTECHNIK,PRIVATE,PRIVATE,100,partial,fuzzy_match
SIEMENS SHENZHEN MAGNETIC RESONANCE,ZBH,US,100,partial,fuzzy_match
SIEMENS MEDICAL SOLUTIONS USA,PRIVATE,PRIVATE,100,partial,fuzzy_match
SIEMENS HEALTHCAREDIAGNOSTICSINC,SHL,DE,100,partial,fuzzy_match
SIEMENS HEALTHCARE DIANGOSTICS,SHL,DE,100,partial,fuzzy_match
SIEMENS HEALTHCARE DIAGNOSTICS Y,SHL,DE,100,partial,fuzzy_match
SIEMENS HEALTHCARE DIAGNOSTICS SIEMENS HEALTH,SHL,DE,100,partial,fuzzy_match
SIEMENS HEALTHCARE DIAGNOSTICS PRIVATED,SHL,DE,100,partial,fuzzy_match
SIEMENS HEALTHCARE DIAGNOSTICS POC HQ,SHL,DE,100,partial,fuzzy_match
PROGENIKA BIOPHARMA,BIM,FR,100,partial,fuzzy_match
PROFOUND MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
PRODUCTOS MEDLINE C V,PRIVATE,PRIVATE,100,partial,fuzzy_match
PRODOL MEDITEC,PRIVATE,PRIVATE,100,partial,fuzzy_match
PRO MED INSTRUMENTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
PRINCE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
PREFERRED MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
POLYSUTURE BRAZIL,ZBH,US,100,partial,fuzzy_match
PIVOTAL HEALTH SOLUTIONS,HSIC,US,100,partial,fuzzy_match
PINNACLE BIOLOGICS,BIM,FR,100,partial,fuzzy_match
SMITHS MEDICAL AD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITHS MEDICA ASD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITHIS MEDICAL ASD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITH S MEDICAL INTERNATIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITH S MEDICAL ASD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITH NEPHEW MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITH AND NEPHEW OPERATIONS,SN.,GB,100,partial,fuzzy_match
SMITH AND NEPHEW ARTHROCARE,SN.,GB,100,partial,fuzzy_match
SMIITHS MEDICAL ASD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SIZEWISE RENTALS,ZBH,US,100,partial,fuzzy_match
SIZEWISE,ZBH,US,100,partial,fuzzy_match
SOLUTIONS,PRIVATE,PRIVATE,100,partial,fuzzy_match
SOLUTION MATRIX,HSIC,US,100,partial,fuzzy_match
SOL MILLENNIUM MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SOL MILLENNIUM CANADA,HSIC,US,100,partial,fuzzy_match
SMTIHS MEDICAL ASD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMOITHS MEDICAL ASD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITNS MEDICAL ASD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITIHS MEDICAL ASD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITHS MEDIICAL ASD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITHS MEDICLA MD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITHS MEDICAL MINNEAPOLIS MN ASD,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITHS MEDICAL ASO,PRIVATE,PRIVATE,100,partial,fuzzy_match
SMITHS MEDICAL ASD IND,ICUI,US,100,partial,fuzzy_match
SMITHS MEDICAL ASD 3,ICUI,US,100,partial,fuzzy_match
SMITHS MEDICAL ADS,PRIVATE,PRIVATE,100,partial,fuzzy_match
STANLEY SECURITY SOLUTIONS,HSIC,US,100,partial,fuzzy_match
STANLEY CONVERGENT SECURITY SOLUTIONS,HSIC,US,100,partial,fuzzy_match
ST JUDE S MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ST JUDE,ABT,US,100,partial,fuzzy_match
SPTAZ FGIA,ZBH,US,100,partial,fuzzy_match
SPECTRUM,PRIVATE,PRIVATE,100,partial,fuzzy_match
SOUTHMEDIC,PRIVATE,PRIVATE,100,partial,fuzzy_match
SORIN,DIAS,IT,100,partial,fuzzy_match
SONARMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
SOMNOMED PHILIPPINES,PRIVATE,PRIVATE,100,partial,fuzzy_match
SOLVENTUM US,HSIC,US,100,partial,fuzzy_match
PIFZER,ZBH,US,100,partial,fuzzy_match
PI,PHI,NL,100,partial,fuzzy_match
PHYSIO CONTROL MAASTRICHT,MDT,US,100,partial,fuzzy_match
PHYSIO CONTROL 3015876 MHRA ORG ID 30675,MDT,US,100,partial,fuzzy_match
PHILLIPS ULTRASOUND,BAX,US,100,partial,fuzzy_match
PHILLIPS MEDISIZE,BAX,US,100,partial,fuzzy_match
PHILLIPS MEDICAL SYSTEMS INTERNATIONAL,BAX,US,100,partial,fuzzy_match
PHILLIPS MEDICAL SYSTEMS DMC,BAX,US,100,partial,fuzzy_match
PHILIPS VOLCANO,PHG,NL,100,partial,fuzzy_match
PHILIPS MEDIZIN SYSTEME BOEBLINGEN,PRIVATE,PRIVATE,100,partial,fuzzy_match
PHILIPS MEDICAL SYSYTEMS INTERNATIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
PHILIPS MEDICAL SYSTEMS TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
PHILIPS MEDICAL SYSTEMS INTERNATIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
PHILIPS ELECTRONICS,PHIA,NL,100,partial,fuzzy_match
PHILIPS,PHIA,NL,100,partial,fuzzy_match
STRYKER ORTHOPEDICS,SYK,US,100,partial,fuzzy_match
STRYKER ORTHOBIOLOGICS,SYK,US,100,partial,fuzzy_match
STRYKER NEUROVASCULAR,SYK,US,100,partial,fuzzy_match
STRYKER MEDICAL LONDON DBA CHG HOSPITAL BEDS,SYK,US,100,partial,fuzzy_match
STRYKER MANUFACTURING KALAMAZOO,SYK,US,100,partial,fuzzy_match
STRYKER IRELAND OSTEONICS,SYK,US,100,partial,fuzzy_match
STRYKER HOWMEDICA OSTEONICS,SYK,US,100,partial,fuzzy_match
STRYKER COMMUNICATIONS,SYK,US,100,partial,fuzzy_match
STRYKER CMF US,SYK,US,100,partial,fuzzy_match
STORZ MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
STORZ ENDOSKOP PRODUKTIONS,ZBH,US,100,partial,fuzzy_match
STME ACQUISITION,GALD,CH,100,partial,fuzzy_match
STERIS CANADA,STE,US,100,partial,fuzzy_match
STERIMEDIX,PRIVATE,PRIVATE,100,partial,fuzzy_match
SURGICAL PRODUCT SOLUTIONS,HSIC,US,100,partial,fuzzy_match
SUREFIRE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SUNSET HEALTHCARE SOLUTIONS,HSIC,US,100,partial,fuzzy_match
SUNMED GROUP HOLDINGS DBA AIRLIFE,PRIVATE,PRIVATE,100,partial,fuzzy_match
SUNMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
SUNEVA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SUMMIT MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
SU ZHOU SHI JIASHENG YILIAO,ZBH,US,100,partial,fuzzy_match
